order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,sales,discount,profit
CA-2023-100684,2023-05-28,2023-06-04,Second Class,CG-10345,TEC-CO-10001798,2,277.5,0.2,-48.03
CA-2024-100685,2024-05-26,2024-06-01,Same Day,CG-10187,FUR-FU-10001487,6,1106.14,0.0,61.71
CA-2023-100686,2023-01-14,2023-01-18,Standard Class,CG-10289,OFF-ST-10000760,4,1348.37,0.0,66.34
CA-2023-100687,2023-05-03,2023-05-08,Standard Class,CG-10230,FUR-FU-10001487,4,1305.56,0.2,86.49
CA-2023-100688,2023-07-22,2023-07-29,First Class,CG-10436,OFF-BI-10004632,7,2069.79,0.1,480.53
CA-2021-100689,2021-05-30,2021-06-05,Same Day,CG-10311,FUR-TA-10004575,3,342.24,0.1,-6.94
CA-2023-100690,2023-01-13,2023-01-19,Standard Class,CG-10216,FUR-TA-10000577,4,575.81,0.1,65.66
CA-2024-100691,2024-08-10,2024-08-13,First Class,CG-10472,OFF-BI-10004632,5,434.35,0.1,104.87
CA-2021-100692,2021-03-17,2021-03-20,Standard Class,CG-10216,OFF-ST-10000760,7,2227.39,0.0,-238.04
CA-2022-100693,2022-01-04,2022-01-07,Second Class,CG-10336,OFF-BI-10004632,6,1531.46,0.2,323.14
CA-2021-100694,2021-09-11,2021-09-13,Standard Class,CG-10231,TEC-CO-10001798,7,893.87,0.0,387.38
CA-2023-100695,2023-03-15,2023-03-20,First Class,CG-10209,FUR-TA-10000577,7,405.34,0.1,114.02
CA-2021-100696,2021-08-16,2021-08-17,Standard Class,CG-10159,OFF-AP-10002311,4,1468.35,0.0,-153.62
CA-2021-100697,2021-08-10,2021-08-12,Standard Class,CG-10041,TEC-PH-10002075,1,433.19,0.0,88.53
CA-2021-100698,2021-01-27,2021-01-30,Standard Class,CG-10362,OFF-PA-10002365,6,951.03,0.2,117.93
CA-2022-100699,2022-04-11,2022-04-13,Second Class,CG-10047,OFF-PA-10002365,1,312.45,0.0,37.33
CA-2024-100700,2024-02-18,2024-02-20,Standard Class,CG-10439,OFF-PA-10002365,1,15.02,0.0,0.4
CA-2024-100701,2024-09-15,2024-09-18,Standard Class,CG-10463,FUR-TA-10000577,5,214.18,0.2,36.28
CA-2023-100702,2023-01-11,2023-01-18,First Class,CG-10220,FUR-TA-10000577,3,1039.98,0.1,100.28
CA-2024-100703,2024-03-16,2024-03-22,Second Class,CG-10313,TEC-PH-10004977,6,394.95,0.1,30.83
CA-2024-100704,2024-01-17,2024-01-18,Second Class,CG-10112,OFF-BI-10003910,3,355.51,0.1,-20.8
CA-2023-100705,2023-12-13,2023-12-17,Second Class,CG-10492,FUR-CH-10004218,1,197.32,0.15,-18.26
CA-2023-100706,2023-11-11,2023-11-16,Second Class,CG-10361,OFF-AR-10002867,2,403.85,0.2,-30.42
CA-2024-100707,2024-02-18,2024-02-25,Standard Class,CG-10309,TEC-AC-10003832,6,1155.87,0.3,170.96
CA-2021-100708,2021-03-08,2021-03-15,Second Class,CG-10200,FUR-BO-10001798,6,1161.09,0.0,-7.7
CA-2024-100709,2024-12-19,2024-12-26,Second Class,CG-10049,OFF-AP-10002311,6,2104.49,0.2,-151.14
CA-2021-100710,2021-01-31,2021-02-02,Standard Class,CG-10367,OFF-AP-10002311,7,763.23,0.1,262.86
CA-2021-100711,2021-05-11,2021-05-12,First Class,CG-10162,TEC-PH-10004977,5,1075.28,0.0,172.55
CA-2022-100712,2022-04-23,2022-04-25,Same Day,CG-10220,FUR-CH-10000454,5,1680.75,0.15,-372.26
CA-2023-100713,2023-09-22,2023-09-27,Second Class,CG-10125,FUR-BO-10001798,7,2484.61,0.0,-309.19
CA-2021-100714,2021-08-07,2021-08-08,Standard Class,CG-10287,OFF-LA-10000240,4,1190.1,0.1,-122.08
CA-2021-100715,2021-12-19,2021-12-23,Standard Class,CG-10032,TEC-AC-10003832,3,308.15,0.0,138.56
CA-2021-100716,2021-02-08,2021-02-09,Second Class,CG-10022,OFF-ST-10000760,4,168.82,0.0,75.07
CA-2023-100717,2023-01-03,2023-01-07,Second Class,CG-10384,FUR-CH-10000454,4,214.96,0.1,22.35
CA-2024-100718,2024-07-27,2024-07-29,First Class,CG-10085,OFF-ST-10000760,2,748.32,0.1,-51.5
CA-2021-100719,2021-03-17,2021-03-21,First Class,CG-10482,FUR-BO-10001798,1,103.67,0.2,-8.48
CA-2021-100720,2021-04-25,2021-05-01,First Class,CG-10360,FUR-TA-10004575,2,279.26,0.2,-41.55
CA-2021-100721,2021-07-08,2021-07-12,Second Class,CG-10331,OFF-LA-10000240,4,184.21,0.2,10.45
CA-2023-100722,2023-04-21,2023-04-27,Standard Class,CG-10176,FUR-CH-10004218,4,894.01,0.2,214.13
CA-2022-100723,2022-01-27,2022-02-01,Same Day,CG-10449,TEC-CO-10001798,3,849.06,0.0,238.02
CA-2024-100724,2024-11-03,2024-11-06,Standard Class,CG-10216,FUR-BO-10001798,6,1391.19,0.15,-174.41
CA-2023-100725,2023-04-06,2023-04-07,Second Class,CG-10371,OFF-ST-10000760,1,350.47,0.1,-25.27
CA-2022-100726,2022-09-28,2022-10-01,Standard Class,CG-10483,OFF-PA-10002365,6,2698.71,0.0,-212.98
CA-2021-100727,2021-04-29,2021-05-02,Second Class,CG-10201,FUR-CH-10000454,4,223.62,0.0,-30.88
CA-2021-100728,2021-06-04,2021-06-09,Second Class,CG-10008,FUR-CH-10000454,7,723.77,0.0,-175.82
CA-2022-100729,2022-09-12,2022-09-16,First Class,CG-10205,OFF-ST-10000760,2,886.91,0.0,34.01
CA-2021-100730,2021-12-24,2021-12-25,Standard Class,CG-10055,FUR-TA-10004575,2,729.56,0.0,-180.92
CA-2021-100731,2021-10-20,2021-10-27,Second Class,CG-10308,FUR-BO-10001798,7,1851.09,0.0,444.19
CA-2021-100732,2021-03-30,2021-04-04,Standard Class,CG-10320,TEC-CO-10001798,7,1563.89,0.15,-103.15
CA-2022-100733,2022-04-23,2022-04-29,Standard Class,CG-10463,FUR-CH-10004218,1,13.21,0.15,-1.4
CA-2023-100734,2023-07-07,2023-07-08,Standard Class,CG-10193,FUR-CH-10004218,1,37.04,0.0,14.51
CA-2023-100735,2023-04-30,2023-05-07,Second Class,CG-10371,TEC-MA-10001148,5,1074.0,0.1,14.87
CA-2024-100736,2024-11-01,2024-11-05,Standard Class,CG-10334,OFF-EN-10001990,6,1162.69,0.0,428.42
CA-2024-100737,2024-09-27,2024-09-29,First Class,CG-10412,TEC-PH-10004977,6,1964.35,0.1,-226.69
CA-2022-100738,2022-06-21,2022-06-23,Standard Class,CG-10357,FUR-BO-10001798,3,695.87,0.0,158.75
CA-2024-100739,2024-12-26,2025-01-02,Second Class,CG-10170,OFF-PA-10002365,5,938.32,0.1,348.49
CA-2024-100740,2024-04-19,2024-04-23,Second Class,CG-10018,FUR-BO-10001798,2,259.2,0.2,95.95
CA-2023-100741,2023-05-11,2023-05-15,Standard Class,CG-10229,OFF-AP-10002311,6,2050.75,0.15,142.27
CA-2022-100742,2022-05-17,2022-05-21,Second Class,CG-10029,FUR-CH-10004218,1,293.58,0.1,-25.29
CA-2021-100743,2021-03-29,2021-03-30,Second Class,CG-10240,TEC-AC-10003832,3,674.7,0.0,82.39
CA-2021-100744,2021-08-18,2021-08-20,Second Class,CG-10229,OFF-PA-10002365,2,772.15,0.0,147.66
CA-2023-100745,2023-07-03,2023-07-09,Standard Class,CG-10191,TEC-PH-10004977,3,849.66,0.0,21.66
CA-2022-100746,2022-09-04,2022-09-05,Standard Class,CG-10420,OFF-BI-10003910,1,193.66,0.0,-43.73
CA-2021-100747,2021-04-16,2021-04-21,Standard Class,CG-10071,OFF-EN-10001990,5,985.98,0.2,302.94
CA-2024-100748,2024-11-28,2024-11-29,Second Class,CG-10403,TEC-CO-10001798,1,230.0,0.15,-4.07
CA-2022-100749,2022-03-22,2022-03-23,Standard Class,CG-10067,OFF-BI-10003910,6,283.28,0.0,50.32
CA-2022-100750,2022-10-28,2022-10-29,First Class,CG-10004,OFF-EN-10001990,5,62.44,0.0,18.37
CA-2024-100751,2024-05-16,2024-05-17,Standard Class,CG-10240,OFF-PA-10002365,3,1196.7,0.0,-95.32
CA-2023-100752,2023-05-14,2023-05-19,First Class,CG-10399,OFF-ST-10000760,7,2146.62,0.0,429.37
CA-2022-100753,2022-12-12,2022-12-18,Same Day,CG-10179,OFF-AP-10002311,2,288.15,0.1,21.69
CA-2023-100754,2023-01-25,2023-01-29,Second Class,CG-10195,FUR-CH-10000454,3,488.01,0.1,-0.76
CA-2021-100755,2021-04-10,2021-04-13,Standard Class,CG-10139,OFF-BI-10003910,5,144.35,0.1,14.94
CA-2023-100756,2023-11-17,2023-11-22,Second Class,CG-10308,TEC-CO-10001798,6,2289.52,0.0,-48.25
CA-2021-100757,2021-07-29,2021-08-03,Standard Class,CG-10331,TEC-AC-10003027,2,697.7,0.0,96.98
CA-2022-100758,2022-08-18,2022-08-21,First Class,CG-10277,OFF-AP-10002311,5,1122.08,0.0,414.58
CA-2021-100759,2021-05-09,2021-05-16,Standard Class,CG-10381,TEC-PH-10002075,5,1778.46,0.0,-88.83
CA-2021-100760,2021-06-04,2021-06-10,Standard Class,CG-10212,FUR-TA-10000577,4,326.0,0.1,-38.12
CA-2022-100761,2022-06-22,2022-06-27,Second Class,CG-10012,TEC-AC-10003832,7,1561.0,0.0,237.37
CA-2021-100762,2021-01-22,2021-01-27,Second Class,CG-10468,FUR-CH-10004218,7,1671.28,0.15,160.02
CA-2024-100763,2024-03-03,2024-03-10,Same Day,CG-10060,OFF-ST-10000760,2,154.47,0.0,30.17
CA-2024-100764,2024-08-01,2024-08-07,Second Class,CG-10200,OFF-BI-10004632,5,1894.72,0.15,-23.73
CA-2023-100765,2023-05-30,2023-06-01,Standard Class,CG-10393,FUR-CH-10000454,1,66.37,0.3,29.66
CA-2023-100766,2023-11-03,2023-11-07,Standard Class,CG-10208,TEC-AC-10003027,3,201.24,0.0,-17.44
CA-2021-100767,2021-11-18,2021-11-19,Standard Class,CG-10299,OFF-LA-10000240,3,1224.19,0.0,-27.75
CA-2022-100768,2022-06-02,2022-06-04,Second Class,CG-10108,OFF-AR-10002867,4,87.56,0.1,12.65
CA-2022-100769,2022-04-12,2022-04-16,Standard Class,CG-10189,TEC-AC-10003027,1,95.19,0.1,-22.06
CA-2023-100770,2023-09-18,2023-09-25,First Class,CG-10175,FUR-CH-10004218,1,29.69,0.1,0.84
CA-2023-100771,2023-12-04,2023-12-11,Second Class,CG-10363,FUR-TA-10004575,7,772.54,0.1,146.58
CA-2022-100772,2022-04-16,2022-04-23,First Class,CG-10212,OFF-AP-10002311,1,98.45,0.0,-16.07
CA-2024-100773,2024-06-17,2024-06-22,Standard Class,CG-10292,FUR-BO-10001798,4,594.81,0.1,141.0
CA-2022-100774,2022-11-29,2022-12-04,Standard Class,CG-10473,FUR-CH-10000454,6,1717.08,0.15,757.47
CA-2021-100775,2021-12-12,2021-12-17,Standard Class,CG-10218,FUR-CH-10004218,5,1420.54,0.15,525.63
CA-2023-100776,2023-08-13,2023-08-14,Standard Class,CG-10333,FUR-BO-10001798,2,458.29,0.15,139.18
CA-2023-100777,2023-03-16,2023-03-19,Same Day,CG-10231,TEC-PH-10002075,2,193.49,0.2,-6.52
CA-2021-100778,2021-12-19,2021-12-22,Second Class,CG-10084,FUR-CH-10004218,6,1406.09,0.1,282.3
CA-2024-100779,2024-07-12,2024-07-16,Standard Class,CG-10009,FUR-TA-10004575,5,533.45,0.15,51.13
CA-2023-100780,2023-05-22,2023-05-29,Second Class,CG-10033,OFF-ST-10000760,3,890.93,0.15,222.74
CA-2024-100781,2024-12-07,2024-12-12,Standard Class,CG-10418,OFF-BI-10004632,5,261.18,0.1,65.78
CA-2022-100782,2022-02-26,2022-03-05,Standard Class,CG-10483,OFF-ST-10000760,4,535.4,0.2,-0.13
CA-2022-100783,2022-10-01,2022-10-04,Second Class,CG-10390,TEC-AC-10003027,5,1153.6,0.1,-148.54
CA-2023-100784,2023-04-09,2023-04-15,Second Class,CG-10047,TEC-PH-10004977,6,995.39,0.0,413.94
CA-2023-100785,2023-10-28,2023-11-03,Same Day,CG-10411,FUR-BO-10001798,7,2110.98,0.15,903.86
CA-2022-100786,2022-02-05,2022-02-08,Standard Class,CG-10098,TEC-AC-10003027,6,788.4,0.1,132.78
CA-2023-100787,2023-04-14,2023-04-15,First Class,CG-10039,FUR-BO-10001798,7,670.07,0.2,75.75
CA-2024-100788,2024-05-09,2024-05-16,Second Class,CG-10063,FUR-FU-10001487,6,860.0,0.2,231.71
CA-2023-100789,2023-01-24,2023-01-29,Standard Class,CG-10044,FUR-TA-10004575,2,722.02,0.1,229.67
CA-2021-100790,2021-01-02,2021-01-07,Second Class,CG-10264,OFF-ST-10000760,4,105.72,0.3,-26.02
CA-2024-100791,2024-04-16,2024-04-23,Same Day,CG-10374,OFF-LA-10000240,4,68.56,0.0,9.42
CA-2024-100792,2024-12-02,2024-12-08,Second Class,CG-10190,TEC-PH-10002075,3,659.41,0.0,76.18
CA-2023-100793,2023-08-30,2023-09-04,Standard Class,CG-10039,OFF-ST-10000760,7,37.98,0.0,-3.91
CA-2021-100794,2021-08-31,2021-09-04,First Class,CG-10449,TEC-PH-10002075,5,215.47,0.15,79.92
CA-2021-100795,2021-01-29,2021-01-31,Standard Class,CG-10056,TEC-MA-10001148,3,227.33,0.3,96.31
CA-2022-100796,2022-04-21,2022-04-24,Standard Class,CG-10042,OFF-AR-10002867,4,377.44,0.3,-35.91
CA-2021-100797,2021-02-28,2021-03-01,Standard Class,CG-10493,OFF-PA-10002365,1,386.25,0.0,61.34
CA-2021-100798,2021-09-07,2021-09-14,First Class,CG-10191,OFF-PA-10002365,1,126.64,0.0,1.74
CA-2023-100799,2023-02-02,2023-02-09,Standard Class,CG-10441,FUR-CH-10004218,3,863.92,0.1,-84.72
CA-2023-100800,2023-02-14,2023-02-16,Standard Class,CG-10213,OFF-BI-10003910,6,1263.04,0.0,562.59
CA-2024-100801,2024-01-15,2024-01-21,Second Class,CG-10142,TEC-AC-10003832,2,717.48,0.0,138.34
CA-2023-100802,2023-12-26,2023-12-28,Second Class,CG-10419,FUR-FU-10001487,2,171.2,0.0,14.7
CA-2022-100803,2022-12-26,2023-01-01,Standard Class,CG-10268,TEC-PH-10004977,7,770.19,0.1,-11.7
CA-2021-100804,2021-01-15,2021-01-21,Standard Class,CG-10338,OFF-EN-10001990,3,321.22,0.1,-66.3
CA-2024-100805,2024-10-25,2024-10-30,Second Class,CG-10179,FUR-BO-10001798,7,1086.25,0.0,456.82
CA-2023-100806,2023-09-20,2023-09-21,Second Class,CG-10284,FUR-CH-10004218,4,1164.5,0.2,20.84
CA-2022-100807,2022-03-05,2022-03-10,Standard Class,CG-10443,OFF-LA-10000240,6,33.67,0.3,12.05
CA-2024-100808,2024-12-28,2025-01-04,Standard Class,CG-10199,TEC-AC-10003832,3,502.05,0.2,-18.47
CA-2024-100809,2024-09-30,2024-10-01,Standard Class,CG-10215,TEC-MA-10001148,7,898.93,0.1,-139.17
CA-2023-100810,2023-11-06,2023-11-12,Standard Class,CG-10211,OFF-ST-10000760,2,327.76,0.15,93.68
CA-2023-100811,2023-04-03,2023-04-09,Second Class,CG-10396,OFF-BI-10004632,2,586.32,0.15,100.04
CA-2023-100812,2023-12-10,2023-12-11,First Class,CG-10169,FUR-CH-10000454,7,1561.61,0.15,423.18
CA-2022-100813,2022-10-21,2022-10-23,First Class,CG-10431,TEC-AC-10003832,1,265.93,0.0,39.76
CA-2024-100814,2024-09-23,2024-09-24,Standard Class,CG-10082,FUR-BO-10001798,3,973.44,0.0,120.89
CA-2022-100815,2022-01-16,2022-01-20,Standard Class,CG-10089,TEC-PH-10002075,2,588.04,0.0,-144.65
CA-2024-100816,2024-11-22,2024-11-29,Second Class,CG-10367,OFF-BI-10004632,7,1047.67,0.0,58.14
CA-2021-100817,2021-11-29,2021-11-30,Second Class,CG-10186,OFF-BI-10003910,1,120.96,0.0,-16.44
CA-2023-100818,2023-02-09,2023-02-13,Same Day,CG-10201,OFF-BI-10003910,2,452.64,0.1,139.04
CA-2022-100819,2022-08-13,2022-08-20,Standard Class,CG-10307,FUR-TA-10000577,2,626.37,0.0,-5.8
CA-2024-100820,2024-12-06,2024-12-13,Standard Class,CG-10352,TEC-PH-10002075,5,828.16,0.1,-183.55
CA-2023-100821,2023-04-21,2023-04-25,Standard Class,CG-10177,TEC-CO-10001798,7,1878.29,0.1,602.34
CA-2023-100822,2023-10-07,2023-10-14,Standard Class,CG-10393,FUR-TA-10004575,6,764.69,0.0,-76.7
CA-2024-100823,2024-03-05,2024-03-06,Standard Class,CG-10079,TEC-PH-10002075,4,207.04,0.0,-5.49
CA-2024-100824,2024-12-15,2024-12-22,Second Class,CG-10329,OFF-EN-10001990,3,311.46,0.0,3.64
CA-2024-100825,2024-10-27,2024-10-30,Standard Class,CG-10292,OFF-EN-10001990,4,746.36,0.15,110.71
CA-2023-100826,2023-10-25,2023-10-30,Standard Class,CG-10312,OFF-AP-10002311,6,890.91,0.3,325.51
CA-2024-100827,2024-11-22,2024-11-27,Standard Class,CG-10423,OFF-EN-10001990,5,934.81,0.2,166.03
CA-2021-100828,2021-03-13,2021-03-16,First Class,CG-10267,TEC-CO-10001798,4,1390.87,0.15,-298.11
CA-2024-100829,2024-09-21,2024-09-25,Second Class,CG-10244,TEC-PH-10004977,2,510.56,0.0,-13.14
CA-2024-100830,2024-08-26,2024-08-31,Standard Class,CG-10011,OFF-BI-10003910,3,930.51,0.2,-218.92
CA-2021-100831,2021-12-05,2021-12-11,Second Class,CG-10422,FUR-CH-10004218,1,267.53,0.1,71.66
CA-2021-100832,2021-05-06,2021-05-12,First Class,CG-10196,FUR-CH-10000454,2,102.5,0.2,39.92
CA-2022-100833,2022-04-28,2022-05-03,Standard Class,CG-10469,FUR-TA-10000577,7,1182.52,0.0,390.53
CA-2023-100834,2023-08-03,2023-08-08,Second Class,CG-10093,TEC-PH-10002075,7,2175.18,0.0,838.52
CA-2024-100835,2024-01-03,2024-01-08,Standard Class,CG-10105,OFF-AP-10002311,1,195.59,0.1,13.05
CA-2024-100836,2024-02-24,2024-03-01,Standard Class,CG-10439,TEC-PH-10004977,1,180.58,0.0,-9.75
CA-2022-100837,2022-04-15,2022-04-18,Standard Class,CG-10361,TEC-CO-10001798,5,1371.54,0.3,97.39
CA-2021-100838,2021-03-11,2021-03-17,Standard Class,CG-10086,OFF-LA-10000240,1,143.87,0.2,37.62
CA-2022-100839,2022-07-17,2022-07-21,Standard Class,CG-10083,TEC-AC-10003832,1,194.73,0.0,72.04
CA-2023-100840,2023-08-20,2023-08-24,Standard Class,CG-10138,OFF-ST-10000760,3,1096.93,0.1,100.67
CA-2021-100841,2021-07-07,2021-07-11,Standard Class,CG-10333,FUR-TA-10004575,4,1582.71,0.0,-47.71
CA-2022-100842,2022-05-12,2022-05-18,Standard Class,CG-10142,FUR-BO-10001798,4,490.48,0.0,-109.97
CA-2023-100843,2023-10-16,2023-10-21,Standard Class,CG-10286,TEC-AC-10003832,1,149.62,0.15,-22.61
CA-2023-100844,2023-08-17,2023-08-22,Standard Class,CG-10244,OFF-AR-10002867,4,1112.61,0.2,363.11
CA-2024-100845,2024-10-28,2024-10-30,First Class,CG-10072,FUR-CH-10000454,6,1975.94,0.2,-81.51
CA-2023-100846,2023-02-23,2023-02-24,Same Day,CG-10391,OFF-BI-10004632,6,1494.13,0.0,-290.68
CA-2022-100847,2022-08-18,2022-08-21,Standard Class,CG-10213,OFF-PA-10002365,4,555.6,0.2,-114.51
CA-2024-100848,2024-02-28,2024-03-02,Standard Class,CG-10178,OFF-LA-10000240,4,248.8,0.0,-23.15
CA-2021-100849,2021-07-14,2021-07-16,Standard Class,CG-10100,FUR-BO-10001798,2,617.07,0.2,14.16
CA-2024-100850,2024-12-31,2025-01-02,Standard Class,CG-10369,TEC-CO-10001798,6,1464.73,0.0,-36.74
CA-2024-100851,2024-03-28,2024-03-29,Second Class,CG-10110,TEC-PH-10002075,1,235.03,0.1,-23.97
CA-2023-100852,2023-12-14,2023-12-20,Standard Class,CG-10479,OFF-ST-10000760,1,242.8,0.1,81.31
CA-2023-100853,2023-10-31,2023-11-04,Standard Class,CG-10057,OFF-BI-10004632,2,104.0,0.0,-5.42
CA-2023-100854,2023-12-30,2024-01-03,First Class,CG-10048,FUR-FU-10001487,2,893.46,0.0,151.5
CA-2023-100855,2023-04-20,2023-04-25,Standard Class,CG-10466,TEC-PH-10004977,6,388.33,0.0,20.93
CA-2022-100856,2022-06-07,2022-06-08,Second Class,CG-10357,OFF-AP-10002311,2,660.44,0.2,213.49
CA-2023-100857,2023-11-14,2023-11-15,Standard Class,CG-10366,FUR-FU-10001487,6,1744.83,0.0,141.12
CA-2021-100858,2021-12-17,2021-12-22,Standard Class,CG-10326,TEC-PH-10002075,3,516.2,0.1,216.33
CA-2023-100859,2023-07-02,2023-07-08,Standard Class,CG-10251,FUR-CH-10004218,6,1596.46,0.1,240.59
CA-2024-100860,2024-08-16,2024-08-21,First Class,CG-10056,TEC-AC-10003027,7,45.85,0.0,-5.68
CA-2022-100861,2022-05-11,2022-05-13,Standard Class,CG-10137,TEC-AC-10003027,7,1022.47,0.1,21.59
CA-2022-100862,2022-12-03,2022-12-07,First Class,CG-10406,FUR-BO-10001798,2,310.28,0.2,31.66
CA-2021-100863,2021-09-04,2021-09-10,Standard Class,CG-10011,TEC-AC-10003027,3,1070.2,0.0,-252.9
CA-2021-100864,2021-02-01,2021-02-03,First Class,CG-10146,FUR-TA-10000577,7,2677.44,0.15,-466.71
CA-2024-100865,2024-09-16,2024-09-19,Second Class,CG-10335,FUR-CH-10004218,6,1796.9,0.0,181.63
CA-2021-100866,2021-10-02,2021-10-05,First Class,CG-10251,TEC-AC-10003027,4,822.72,0.15,349.75
CA-2021-100867,2021-02-15,2021-02-20,Second Class,CG-10374,TEC-CO-10001798,1,247.6,0.0,59.13
CA-2023-100868,2023-01-19,2023-01-20,Standard Class,CG-10301,OFF-EN-10001990,7,2129.64,0.0,-503.05
CA-2021-100869,2021-02-22,2021-02-26,First Class,CG-10270,OFF-BI-10003910,7,624.76,0.0,185.15
CA-2022-100870,2022-07-14,2022-07-21,Standard Class,CG-10083,FUR-CH-10004218,2,108.71,0.0,2.6
CA-2023-100871,2023-12-05,2023-12-12,Same Day,CG-10128,OFF-AR-10002867,5,1855.38,0.0,-115.67
CA-2022-100872,2022-07-15,2022-07-17,Standard Class,CG-10253,TEC-MA-10001148,5,1977.19,0.1,-71.69
CA-2022-100873,2022-02-19,2022-02-20,Standard Class,CG-10135,FUR-CH-10000454,5,1793.13,0.1,-73.82
CA-2023-100874,2023-09-25,2023-10-02,First Class,CG-10003,TEC-CO-10001798,7,966.82,0.0,336.42
CA-2021-100875,2021-04-18,2021-04-21,Standard Class,CG-10441,FUR-TA-10004575,1,200.8,0.0,74.04
CA-2023-100876,2023-07-16,2023-07-17,Standard Class,CG-10060,TEC-MA-10001148,7,2769.6,0.1,1149.23
CA-2021-100877,2021-01-19,2021-01-20,Standard Class,CG-10107,OFF-BI-10003910,7,2846.99,0.0,-675.61
CA-2022-100878,2022-01-13,2022-01-18,Standard Class,CG-10490,FUR-TA-10000577,6,389.72,0.15,53.83
CA-2023-100879,2023-05-28,2023-06-04,First Class,CG-10012,FUR-TA-10000577,6,1203.15,0.0,462.02
CA-2024-100880,2024-03-31,2024-04-02,Standard Class,CG-10308,FUR-BO-10001798,5,2000.7,0.0,485.36
CA-2021-100881,2021-02-22,2021-03-01,Same Day,CG-10201,TEC-AC-10003027,1,209.8,0.1,79.33
CA-2024-100882,2024-02-12,2024-02-13,Second Class,CG-10492,TEC-MA-10001148,1,118.86,0.2,34.21
CA-2022-100883,2022-07-13,2022-07-16,Second Class,CG-10049,TEC-MA-10001148,2,729.95,0.0,167.44
CA-2024-100884,2024-05-18,2024-05-22,Standard Class,CG-10201,FUR-TA-10004575,3,1005.42,0.0,-154.19
CA-2021-100885,2021-09-03,2021-09-10,Second Class,CG-10170,FUR-CH-10000454,4,91.04,0.15,9.67
CA-2024-100886,2024-07-19,2024-07-24,Same Day,CG-10450,FUR-TA-10004575,5,283.83,0.0,27.77
CA-2022-100887,2022-12-14,2022-12-17,Second Class,CG-10276,TEC-AC-10003027,1,412.17,0.0,100.3
CA-2022-100888,2022-01-06,2022-01-10,First Class,CG-10015,FUR-CH-10000454,1,176.33,0.0,42.35
CA-2022-100889,2022-09-07,2022-09-11,First Class,CG-10421,OFF-LA-10000240,7,597.05,0.15,182.33
CA-2021-100890,2021-07-28,2021-08-01,Same Day,CG-10020,FUR-FU-10001487,4,540.69,0.3,112.38
CA-2023-100891,2023-06-05,2023-06-09,Same Day,CG-10237,FUR-TA-10000577,6,910.96,0.1,98.56
CA-2021-100892,2021-09-12,2021-09-18,Standard Class,CG-10385,OFF-ST-10000760,7,1157.3,0.1,138.9
CA-2021-100893,2021-10-28,2021-11-04,First Class,CG-10280,TEC-AC-10003832,4,1615.07,0.1,106.89
CA-2021-100894,2021-02-04,2021-02-09,Standard Class,CG-10486,OFF-EN-10001990,6,1221.98,0.1,14.46
CA-2021-100895,2021-05-02,2021-05-05,Standard Class,CG-10022,FUR-BO-10001798,4,420.13,0.0,66.76
CA-2024-100896,2024-04-27,2024-04-29,Second Class,CG-10204,TEC-MA-10001148,1,262.05,0.0,31.39
CA-2021-100897,2021-02-16,2021-02-19,Second Class,CG-10462,TEC-CO-10001798,6,461.83,0.1,5.14
CA-2022-100898,2022-09-28,2022-10-01,Standard Class,CG-10254,FUR-BO-10001798,6,1167.4,0.0,-68.2
CA-2021-100899,2021-11-23,2021-11-29,Standard Class,CG-10013,TEC-PH-10002075,6,1198.9,0.0,424.94
CA-2022-100900,2022-08-07,2022-08-13,Second Class,CG-10384,TEC-AC-10003027,6,1079.78,0.0,-68.93
CA-2024-100901,2024-02-18,2024-02-23,Standard Class,CG-10182,FUR-FU-10001487,6,922.82,0.0,301.14
CA-2023-100902,2023-12-15,2023-12-16,Standard Class,CG-10219,TEC-AC-10003027,4,183.52,0.0,19.34
CA-2023-100903,2023-08-19,2023-08-26,Standard Class,CG-10294,TEC-PH-10004977,2,475.81,0.1,95.75
CA-2024-100904,2024-04-01,2024-04-05,Standard Class,CG-10393,TEC-AC-10003027,6,594.78,0.2,204.67
CA-2023-100905,2023-05-03,2023-05-04,Same Day,CG-10022,FUR-TA-10004575,4,575.28,0.1,-2.3
CA-2022-100906,2022-01-08,2022-01-13,Standard Class,CG-10013,FUR-CH-10004218,2,575.0,0.0,149.09
CA-2024-100907,2024-10-07,2024-10-12,Second Class,CG-10130,TEC-AC-10003832,4,184.88,0.0,77.06
CA-2022-100908,2022-09-17,2022-09-21,Second Class,CG-10026,OFF-BI-10004632,2,787.54,0.0,192.69
CA-2022-100909,2022-09-01,2022-09-05,First Class,CG-10100,OFF-ST-10000760,7,850.76,0.3,200.1
CA-2023-100910,2023-03-01,2023-03-08,Standard Class,CG-10111,TEC-MA-10001148,2,580.02,0.1,-73.2
CA-2021-100911,2021-08-18,2021-08-24,Standard Class,CG-10430,TEC-CO-10001798,1,394.82,0.0,-23.77
CA-2024-100912,2024-03-20,2024-03-27,First Class,CG-10121,TEC-CO-10001798,3,660.34,0.0,152.05
CA-2022-100913,2022-03-06,2022-03-13,Standard Class,CG-10345,OFF-AR-10002867,7,404.21,0.1,97.41
CA-2023-100914,2023-03-21,2023-03-25,Standard Class,CG-10015,TEC-PH-10004977,3,679.24,0.1,292.73
CA-2023-100915,2023-06-26,2023-07-01,First Class,CG-10354,TEC-CO-10001798,7,576.31,0.3,-60.63
